세그먼트ID,도로명,도로유형,중심위도,중심경도,난이도점수,난이도등급,사고율점수,도로형태점수,도로규모점수,교차로점수,교통량점수,설명
SEG_000197,압구정로,secondary,37.52570917272728,127.0464510363636,55.5,보통,71.1,45,40,60,55,"보조간선도로, 사고다발구간, 복잡한 교차로"
SEG_000198,압구정로,secondary,37.52729372,127.04298234,39.2,보통,0.0,45,40,70,55,"보조간선도로, 복잡한 교차로"
SEG_000199,압구정로,secondary,37.52595857272727,127.0261184,43.8,보통,0.0,45,40,100,55,"보조간선도로, 복잡한 교차로"
SEG_000200,압구정로,secondary,37.52768106363636,127.0295078181818,52.6,보통,35.5,45,40,100,55,"보조간선도로, 복잡한 교차로"
SEG_000201,압구정로,secondary,37.52892901,127.03276431,52.6,보통,35.5,45,40,100,55,"보조간선도로, 복잡한 교차로"
SEG_000202,이름없음,trunk_link,37.52829136363636,127.0530618363636,38.5,보통,0.0,65,25,20,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000203,이름없음,trunk_link,37.52874885,127.051236,37.0,보통,0.0,65,25,10,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000204,도산대로101길,residential,37.52647762727273,127.0532446363636,31.2,보통,0.0,65,70,10,25,"주거지역 도로, 좁은 도로"
SEG_000205,도산대로101길,residential,37.52530475,127.05273575,32.8,보통,0.0,65,70,20,25,"주거지역 도로, 좁은 도로"
SEG_000206,압구정로79길,residential,37.52530044545455,127.0496182,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000207,압구정로79길,residential,37.5258835,127.0533360875,32.8,보통,0.0,65,70,20,25,"주거지역 도로, 좁은 도로"
SEG_000208,학동로95길,residential,37.5215106,127.0538546333333,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000209,학동로97길,residential,37.52243963333333,127.0539262333333,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000210,이름없음,residential,37.5205126,127.05611265,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000211,학동로97길,residential,37.52111833333333,127.0547528,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000212,영동대로137길,service,37.52197145,127.05530965,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000213,영동대로131길,residential,37.52028281666666,127.0540902833333,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000214,삼성로140길,service,37.52108560000001,127.0495501,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000215,이름없음,residential,37.52168165,127.0492414,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000216,삼성로146길,service,37.52270315,127.0487561,48.8,보통,71.1,70,80,0,20,"서비스 도로, 사고다발구간, 좁은 도로"
SEG_000217,학동로97길,residential,37.52231306363637,127.0546180181818,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000218,학동로97길,residential,37.52401284,127.0534551,32.8,보통,0.0,65,70,20,25,"주거지역 도로, 좁은 도로"
SEG_000219,이름없음,primary_link,37.5244141,127.0540602333333,35.5,보통,0.0,55,35,20,65,"간선도로 연결로, 교통량 많음"
SEG_000220,학동로87길,residential,37.52005736,127.05215124,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000221,학동로81길,service,37.519981475,127.050597775,46.0,보통,0.0,70,80,100,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_000222,도산대로102길,service,37.52303666666666,127.0525085333333,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000223,도산대로94길,service,37.52344703333333,127.0517219,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000224,이름없음,service,37.52379013333334,127.0527038666667,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000225,도산대로102길,service,37.5236519,127.05323055,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000226,도산대로96길,residential,37.5225027,127.0509527,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000227,삼성로140길,residential,37.52208334285714,127.0514279714286,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000228,도산대로102길,service,37.5234833,127.0527705333333,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000229,도산대로100길,residential,37.52288736666667,127.0524398,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000230,도산대로98길,residential,37.5226608,127.05182095,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000231,도산대로94길,residential,37.52397447142857,127.0516512,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000232,도산대로92길,residential,37.5238556,127.0501316,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000233,도산대로90길,residential,37.5231418,127.04916885,47.5,보통,71.1,65,70,0,25,"주거지역 도로, 사고다발구간, 좁은 도로"
SEG_000234,도산대로96길,service,37.52320635,127.05108645,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000235,도산대로98길,residential,37.5232746,127.0515419,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000236,삼성로148길,residential,37.5237936,127.0484445,59.5,보통,71.1,65,70,80,25,"주거지역 도로, 사고다발구간, 좁은 도로, 복잡한 교차로"
SEG_000237,삼성로146길,residential,37.52297213333333,127.0485326666667,50.5,보통,71.1,65,70,20,25,"주거지역 도로, 사고다발구간, 좁은 도로"
SEG_000238,도산대로96길,residential,37.52339655,127.050542425,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000239,학동로55길,residential,37.51852298571429,127.0417435428572,39.5,보통,38.9,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000240,학동로55길,service,37.518986,127.0418589666667,40.7,보통,38.9,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000241,선릉로134길,residential,37.51876913333334,127.0411963666667,39.5,보통,38.9,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000242,선릉로132길,service,37.51839655,127.0413593,40.7,보통,38.9,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000243,학동로59길,residential,37.51807565,127.0436569,39.5,보통,38.9,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000244,선릉로132길,service,37.5187669,127.04335015,40.7,보통,38.9,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000245,선릉로132길,service,37.51874243333333,127.0424626333333,40.7,보통,38.9,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000246,학동로55길,residential,37.5188347,127.04208475,39.5,보통,38.9,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000247,이름없음,service,37.51875986666667,127.0424677666667,40.7,보통,38.9,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000248,이름없음,service,37.5190381,127.0418437,40.7,보통,38.9,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000249,선릉로132길,residential,37.51837838181818,127.0434856818182,39.5,보통,38.9,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000250,선릉로132길,residential,37.51902445,127.047117,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000251,학동로63길,service,37.51864865714286,127.0449896857143,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000252,선릉로138길,residential,37.51934098181818,127.0420705181818,39.5,보통,38.9,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000253,선릉로138길,residential,37.5190421,127.0441362,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000254,선릉로132길,service,37.5187519,127.042870675,40.7,보통,38.9,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000255,선릉로132길,service,37.51873436666667,127.0438214666667,40.7,보통,38.9,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000256,삼성로133길,residential,37.51943686,127.04868732,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000257,삼성로135길,residential,37.51964847,127.04634876,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000258,학동로73길,residential,37.52037781666667,127.0473224166667,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000259,삼성로141길,residential,37.52113175,127.0471527,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000260,학동로73길,residential,37.51905926666667,127.0477594888889,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000261,선릉로158길,service,37.52616835,127.0413947,32.5,보통,0.0,70,80,10,20,"서비스 도로, 좁은 도로"
SEG_000262,선릉로160길,service,37.52633695,127.04061395,32.5,보통,0.0,70,80,10,20,"서비스 도로, 좁은 도로"
SEG_000263,압구정로72길,residential,37.52600798333334,127.0452508833333,53.5,보통,71.1,65,70,40,25,"주거지역 도로, 사고다발구간, 좁은 도로"
SEG_000264,도산대로59길,service,37.5251494,127.04232875,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000265,압구정로62길,residential,37.52661276,127.0436292,40.2,보통,0.0,65,70,70,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000266,선릉로158길,residential,37.5255634,127.040892325,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000267,압구정로60길,residential,37.52656134,127.04203544,31.2,보통,0.0,65,70,10,25,"주거지역 도로, 좁은 도로"
SEG_000268,압구정로80길,residential,37.52471208181818,127.0448415727273,55.0,보통,71.1,65,70,50,25,"주거지역 도로, 사고다발구간, 좁은 도로, 복잡한 교차로"
SEG_000269,도산대로55길,residential,37.5249126625,127.0405432625,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000270,도산대로75길,residential,37.52530658888889,127.0457375888889,56.5,보통,71.1,65,70,60,25,"주거지역 도로, 사고다발구간, 좁은 도로, 복잡한 교차로"
SEG_000271,압구정로75길,residential,37.5262194,127.0467839,56.5,보통,71.1,65,70,60,25,"주거지역 도로, 사고다발구간, 좁은 도로, 복잡한 교차로"
SEG_000272,도산대로81길,service,37.52556425,127.047965725,56.3,보통,71.1,70,80,50,20,"서비스 도로, 사고다발구간, 좁은 도로, 복잡한 교차로"
SEG_000273,압구정로71길,residential,37.528530825,127.046157725,34.2,보통,0.0,65,70,30,25,"주거지역 도로, 좁은 도로"
SEG_000274,압구정로73길,service,37.5266033,127.04641845,54.8,보통,71.1,70,80,40,20,"서비스 도로, 사고다발구간, 좁은 도로"
SEG_000275,도산대로63길,service,37.5241605,127.0434512,57.8,보통,71.1,70,80,60,20,"서비스 도로, 사고다발구간, 좁은 도로, 복잡한 교차로"
SEG_000276,도산대로81길,residential,37.5274552,127.0451217909091,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000277,도산대로81길,residential,37.52602503333333,127.0473098444444,50.5,보통,71.1,65,70,20,25,"주거지역 도로, 사고다발구간, 좁은 도로"
SEG_000278,도산대로67길,residential,37.52508383333333,127.0437224,50.5,보통,71.1,65,70,20,25,"주거지역 도로, 사고다발구간, 좁은 도로"
SEG_000279,도산대로67길,residential,37.52472341428571,127.0445290571428,53.5,보통,71.1,65,70,40,25,"주거지역 도로, 사고다발구간, 좁은 도로"
SEG_000280,도산대로63길,residential,37.52483156666667,127.0435284,52.0,보통,71.1,65,70,30,25,"주거지역 도로, 사고다발구간, 좁은 도로"
SEG_000281,분당수서로,trunk,37.51930954545455,127.0654269818182,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000282,분당수서로,trunk,37.51419990909091,127.0669710454546,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000283,분당수서로,trunk,37.50579703636364,127.0684281090909,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000284,분당수서로,trunk,37.50319846363636,127.0697765363636,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000285,분당수서로,trunk,37.50184962222222,127.0717948111111,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000286,봉은사로113길,secondary_link,37.51787494545454,127.0653509454546,29.2,쉬움,0.0,50,45,0,50,secondary_link
SEG_000287,봉은사로113길,secondary_link,37.51660055,127.0661563,29.2,쉬움,0.0,50,45,0,50,secondary_link
SEG_000288,이름없음,trunk_link,37.52028182,127.06270884,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000289,이름없음,trunk_link,37.51825256666667,127.0658864,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000290,이름없음,trunk_link,37.509492375,127.067970075,43.0,보통,0.0,65,25,50,75,"고속도로 연결로, 넓은 도로, 복잡한 교차로, 교통량 많음"
SEG_000291,분당수서로,trunk,37.53175473636364,127.0650492909091,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000292,분당수서로,trunk,37.53079936363636,127.0660171,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000293,분당수서로,trunk,37.529833775,127.065853075,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000294,이름없음,trunk_link,37.51774481111111,127.0659377666667,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000295,올림픽대로,trunk,37.51827821666667,127.0669100833333,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000296,올림픽대로,trunk,37.52115093636364,127.0630631909091,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000297,올림픽대로,trunk,37.52368511818182,127.0594248,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000298,올림픽대로,trunk,37.52678118181819,127.0551264454546,34.5,보통,0.0,50,20,10,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000299,올림픽대로,trunk,37.52865979090909,127.0513124272727,34.5,보통,0.0,50,20,10,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000300,올림픽대로,trunk,37.53186076363637,127.0390953545454,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000301,올림픽대로,trunk,37.53414687272727,127.0283206363636,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000302,올림픽대로,trunk,37.53143756363637,127.0240055363636,40.5,보통,0.0,50,20,50,80,"도시고속도로, 넓은 도로, 복잡한 교차로, 교통량 많음"
SEG_000303,올림픽대로,trunk,37.52490035454545,127.0175532818182,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000304,올림픽대로,trunk,37.51841073333333,127.0101132,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000305,올림픽대로,trunk,37.51859458181818,127.0671011454545,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000306,올림픽대로,trunk,37.51907682727273,127.0653089272727,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000307,이름없음,trunk_link,37.51753544545455,127.0659109090909,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000308,이름없음,trunk_link,37.52012649090909,127.064281,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000309,이름없음,trunk_link,37.51733963636364,127.0657915090909,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000310,이름없음,trunk_link,37.51822666666666,127.0653776666667,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000311,이름없음,trunk_link,37.51859894545455,127.0649840181818,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000312,이름없음,trunk_link,37.51734069,127.0663018,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000313,올림픽대로,trunk,37.51813994545454,127.0711860454545,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000314,올림픽대로,trunk,37.51788636666667,127.0737735,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000315,분당수서로,trunk,37.53265432,127.06203004,33.0,보통,0.0,50,20,0,80,"도시고속도로, 넓은 도로, 교통량 많음"
SEG_000316,이름없음,trunk_link,37.51899556363637,127.0707146363636,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000317,이름없음,trunk_link,37.51869767272728,127.0713439818182,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000318,이름없음,trunk_link,37.5184707,127.0708734,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000319,이름없음,trunk_link,37.51873389090909,127.0721272090909,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000320,이름없음,trunk_link,37.51903314,127.070412,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000321,이름없음,trunk_link,37.51795739,127.06899449,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000322,이름없음,trunk_link,37.51735262857143,127.0694783857143,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000323,이름없음,trunk_link,37.51744988181818,127.0698349272727,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000324,이름없음,trunk_link,37.5179995125,127.070734,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
