"순번","노선명(도로명)","도로종류","도로기능","도로규모","도로폭","--- WORK_DTTM"
"308","강남대로95길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.747"
"309","강남대로96길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.747"
"310","강남대로97길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.747"
"311","강남대로98길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.752"
"312","강남대로99길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.752"
"313","강남순환로","자동차전용도로","도시고속도로","대로3류","폭25-30m","2026-01-22 11:18:01.752"
"314","강남순환로","일반도로","국지도로","확인","불가","2026-01-22 11:18:01.752"
"315","강남초등2길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.752"
"316","강남초등4길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.752"
"317","강남초등6길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.752"
"318","강남초등8길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.753"
"319","강남초등길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.753"
"320","강동대로","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.753"
"321","강동대로2길","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:01.758"
"322","강동대로3길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.758"
"323","강동대로51길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:01.758"
"324","강동대로53길","일반도로","국지도로","소로1류","폭10-12m","2026-01-22 11:18:01.758"
"325","강동대로55길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.758"
"326","강동대로5길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.758"
"327","강동대로7길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.758"
"328","강동대로9길","일반도로","국지도로","소로1류","폭10-12m","2026-01-22 11:18:01.758"
"329","강변북로","자동차전용도로","도시고속도로","중로1류","폭20-25m","2026-01-22 11:18:01.758"
"330","강변북로","일반도로","국지도로","확인","불가","2026-01-22 11:18:01.758"
"331","강변역로","일반도로","국지도로","확인","불가","2026-01-22 11:18:01.763"
"332","강변역로2길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.763"
"333","강변역로4길","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:01.763"
"334","강서로","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.763"
"335","강서로10길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.763"
"336","강서로12길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.763"
"337","강서로13길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.763"
"338","강서로15길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.763"
"339","강서로16길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.763"
"340","강서로17가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.763"
"341","강서로17길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:01.768"
"342","강서로17나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.768"
"343","강서로17다길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.768"
"344","강서로17라길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.768"
"345","강서로18가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.768"
"346","강서로18길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.768"
"347","강서로18나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.768"
"348","강서로18다길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.768"
"349","강서로18라길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.768"
"350","강서로18마길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.768"
"351","강서로18바길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.774"
"352","강서로18아길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.774"
"353","강서로19길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.774"
"354","강서로20길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.774"
"355","강서로23길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.774"
"356","강서로24길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.774"
"357","강서로26길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.774"
"358","강서로27길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.774"
"359","강서로29길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:01.774"
"360","강서로31길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.774"
"361","강서로33가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.779"
"362","강서로33길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.779"
"363","강서로34길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.779"
"364","강서로35길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.779"
"365","강서로36길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.779"
"366","강서로37길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.779"
"367","강서로39길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.779"
"368","강서로41길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.779"
"369","강서로43길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.779"
"370","강서로45가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.779"
"371","강서로45길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.784"
"372","강서로45나길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.784"
"373","강서로45다길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.784"
"374","강서로45라길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.784"
"375","강서로46길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.784"
"376","강서로47가길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.784"
"377","강서로47길","일반도로","국지도로","소로1류","폭10-12m","2026-01-22 11:18:01.784"
"378","강서로47나길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.784"
"379","강서로47다길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.784"
"380","강서로47라길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.784"
"381","강서로47마길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.789"
"382","강서로47바길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.789"
"383","강서로48길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.789"
"384","강서로50길","일반도로","국지도로","중로2류","폭15-20m","2026-01-22 11:18:01.789"
"385","강서로52길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.789"
"386","강서로54길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.789"
"387","강서로56가길","일반도로","국지도로","중로2류","폭15-20m","2026-01-22 11:18:01.789"
"388","강서로56길","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:01.789"
"389","강서로56나길","일반도로","국지도로","중로2류","폭15-20m","2026-01-22 11:18:01.789"
"390","강서로5가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.789"
"391","강서로5길","일반도로","국지도로","소로1류","폭10-12m","2026-01-22 11:18:01.794"
"392","강서로5나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.794"
"393","강서로5다길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.794"
"394","강서로5라길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.794"
"395","강서로62길","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:01.794"
"396","강서로68길","일반도로","국지도로","중로2류","폭15-20m","2026-01-22 11:18:01.794"
"397","강서로74길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.794"
"398","강서로76길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.794"
"399","강서로7길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.794"
"400","강서로80길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:01.794"
"401","강서로8길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.8"
"402","개봉로","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.8"
"403","개봉로10길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.8"
"404","개봉로11가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.8"
"405","개봉로11길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.8"
"406","개봉로11나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.8"
"407","개봉로12길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.8"
"408","개봉로14길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.8"
"409","개봉로15길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.8"
"410","개봉로16가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.8"
"411","개봉로16길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.805"
"412","개봉로17가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.805"
"413","개봉로17길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.805"
"414","개봉로17나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.805"
"415","개봉로17다길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.805"
"416","개봉로17라길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.805"
"417","개봉로17마길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.805"
"418","개봉로17바길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.805"
"419","개봉로17아길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.805"
"420","개봉로18길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.805"
"421","개봉로19길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.81"
"422","개봉로1가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.81"
"423","개봉로1길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.81"
"424","개봉로1나길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:01.81"
"425","개봉로1다길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.81"
"426","개봉로1라길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.81"
"427","개봉로20길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:01.81"
"428","개봉로23가길","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:01.81"
"429","개봉로23길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.81"
"430","개봉로24길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.81"
"431","개봉로2길","일반도로","국지도로","소로1류","폭10-12m","2026-01-22 11:18:01.815"
"432","개봉로3가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.816"
"433","개봉로3길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.816"
"434","개봉로5길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.816"
"435","개봉로6길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.816"
"436","개봉선","일반도로","보조간선도로","대로3류","폭25-30m","2026-01-22 11:18:01.816"
"437","개운사1길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.816"
"438","개운사2길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.816"
"439","개운사길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:01.816"
"440","개포로","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:01.816"
"441","개포로109길","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:01.821"
"442","개포로110길","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:01.821"
